reference,customer_name,status
TV-22408,Eastlink Components,delivered
TV-22409,Westgate Logistics,delivered
TV-22410,Westgate Textiles,delivered
TV-22411,Riverside Beverages Co,delivered
TV-22412,Redgum Freight Group,in_transit
TV-22413,Silverline Apparel,created
TV-22414,Fairwind Hardware,failed
TV-22415,Coastal Grocers Group,in_transit
TV-22416,Redgum Grocers Co,created
TV-22417,Golden Retail,in_transit
TV-22418,Ironbark Packaging,picked_up
TV-22419,Summit Logistics Pty Ltd,picked_up
TV-22420,Redgum Textiles Group,picked_up
TV-22421,Westgate Distribution,in_transit
TV-22422,Golden Chemicals,delivered
TV-22423,Highfield Wholesale,delivered
TV-22424,Coastal Distribution Pty Ltd,delivered
TV-22425,Highfield Hardware Co,in_transit
TV-22426,Silverline Supplies Group,in_transit
TV-22427,Silverline Foods,delivered
TV-22428,Blackwood Textiles Co,failed
TV-22429,Baywater Pharma,in_transit
TV-22430,Coastal Pharma Group,in_transit
TV-22431,Silverline Chemicals Group,in_transit
TV-22432,Harbour Textiles Co,in_transit
TV-22433,Westgate Electronics,created
TV-22434,Summit Industrial Co,created
TV-22435,Blackwood Pharma,failed
TV-22436,Stonebridge Pharma,created
TV-22437,Harbour Industrial Group,delivered
TV-22438,Ironbark Apparel,in_transit
TV-22439,Westgate Motors Group,in_transit
TV-22440,Northern Trading,delivered
TV-22441,Golden Textiles,delivered
TV-22442,Parkview Pharma Pty Ltd,failed
TV-22443,Stonebridge Textiles,delivered
TV-22444,Harbour Logistics,delivered
TV-22445,Fairwind Retail Holdings,created
TV-22446,Parkview Hardware Holdings,in_transit
TV-22447,Kingsway Textiles,in_transit
TV-22448,Northern Hardware Group,created
TV-22449,Westgate Trading Co,in_transit
TV-22450,Golden Wholesale,in_transit
TV-22451,Summit Retail,in_transit
TV-22452,Baywater Industrial,delivered
TV-22453,Redgum Freight Holdings,in_transit
TV-22454,Fairwind Chemicals,created
TV-22455,Northern Wholesale Holdings,in_transit
TV-22456,Riverside Supplies Holdings,failed
TV-22457,Riverside Beverages Co,delivered
TV-22458,Fairwind Foods,created
TV-22459,Blackwood Beverages,in_transit
TV-22460,Highfield Supplies,picked_up
TV-22461,Blackwood Chemicals,created
TV-22462,Highfield Distribution Pty Ltd,picked_up
TV-22463,Baywater Grocers Group,created
TV-22464,Coastal Freight,in_transit
TV-22465,Baywater Components Co,in_transit
TV-22466,Harbour Distribution,created
TV-22467,Westgate Grocers,picked_up
TV-22468,Baywater Hardware Group,created
TV-22469,Golden Beverages,created
TV-22470,Parkview Distribution,delivered
TV-22471,Blackwood Textiles Group,in_transit
TV-22472,Baywater Hardware,created
TV-22473,Northern Apparel,created
TV-22474,Northern Industrial,created
TV-22475,Westgate Chemicals,failed
TV-22476,Silverline Beverages Holdings,delivered
TV-22477,Blackwood Logistics,picked_up
TV-22478,Ironbark Supplies Holdings,in_transit
TV-22479,Summit Trading,in_transit
TV-22480,Northern Foods,picked_up
TV-22481,Northern Retail Co,created
TV-22482,Baywater Supplies Pty Ltd,in_transit
TV-22483,Northern Hardware,delivered
TV-22484,Redgum Retail Group,delivered
TV-22485,Golden Wholesale Pty Ltd,failed
TV-22486,Ironbark Apparel Holdings,in_transit
TV-22487,Golden Apparel Holdings,created
TV-22488,Summit Pharma Holdings,in_transit
TV-22489,Harbour Electronics Group,in_transit
TV-22490,Coastal Packaging,delivered
TV-22491,Blackwood Wholesale Pty Ltd,picked_up
TV-22492,Ironbark Packaging,picked_up
TV-22493,Silverline Electronics,created
TV-22494,Fairwind Beverages Holdings,in_transit
TV-22495,Westgate Pharma,created
TV-22496,Highfield Beverages Pty Ltd,in_transit
TV-22497,Kingsway Packaging,delivered
TV-22498,Westgate Logistics Co,created
TV-22499,Silverline Freight Co,failed
TV-22500,Blackwood Grocers Pty Ltd,picked_up
TV-22501,Redgum Supplies Group,created
TV-22502,Summit Packaging,created
TV-22503,Westgate Wholesale Pty Ltd,failed
TV-22504,Golden Beverages Pty Ltd,delivered
TV-22505,Coastal Supplies Group,delivered
TV-22506,Riverside Packaging Group,in_transit
TV-22507,Silverline Beverages Co,created
TV-22508,Redgum Packaging,delivered
TV-22509,Blackwood Logistics,created
TV-22510,Stonebridge Electronics,created
TV-22511,Sunrise Trading Holdings,failed
TV-22512,Westgate Apparel,in_transit
TV-22513,Stonebridge Pharma,created
TV-22514,Redgum Pharma,created
TV-22515,Golden Industrial,in_transit
TV-22516,Coastal Hardware Holdings,created
TV-22517,Ironbark Logistics,delivered
TV-22518,Parkview Foods Group,created
TV-22519,Golden Retail Group,delivered
TV-22520,Fairwind Distribution Co,in_transit
TV-22521,Fairwind Trading,failed
TV-22522,Fairwind Logistics,delivered
TV-22523,Eastlink Beverages Pty Ltd,delivered
TV-22524,Silverline Retail,in_transit
TV-22525,Stonebridge Industrial,created
TV-22526,Riverside Hardware Group,delivered
TV-22527,Westgate Logistics,in_transit
TV-22528,Eastlink Grocers,in_transit
TV-22529,Ironbark Pharma,failed
TV-22530,Fairwind Supplies Holdings,created
TV-22531,Riverside Wholesale,delivered
TV-22532,Baywater Freight,created
TV-22533,Eastlink Industrial,created
TV-22534,Riverside Motors Pty Ltd,in_transit
TV-22535,Golden Textiles,in_transit
TV-22536,Baywater Motors,delivered
TV-22537,Coastal Logistics Co,in_transit
TV-22538,Golden Distribution,created
TV-22539,Summit Freight,created
TV-22540,Stonebridge Electronics,picked_up
TV-22541,Lakeside Electronics,failed
TV-22542,Riverside Electronics,delivered
TV-22543,Coastal Chemicals Group,created
TV-22544,Silverline Pharma Group,picked_up
TV-22545,Redgum Trading,delivered
TV-22546,Eastlink Foods Group,created
TV-22547,Lakeside Textiles,delivered
TV-22548,Fairwind Motors Holdings,created
TV-22549,Sunrise Hardware,delivered
TV-22550,Ironbark Distribution Holdings,in_transit
TV-22551,Redgum Hardware,delivered
TV-22552,Eastlink Logistics,in_transit
TV-22553,Highfield Motors,created
TV-22554,Eastlink Motors Co,in_transit
TV-22555,Lakeside Beverages Pty Ltd,picked_up
TV-22556,Coastal Wholesale Pty Ltd,failed
TV-22557,Eastlink Beverages Co,in_transit
TV-22558,Kingsway Distribution,in_transit
TV-22559,Silverline Freight,created
TV-22560,Redgum Chemicals Group,in_transit
TV-22561,Highfield Pharma Holdings,in_transit
TV-22562,Redgum Packaging Co,created
TV-22563,Eastlink Hardware Group,created
TV-22564,Stonebridge Components,delivered
TV-22565,Golden Electronics Pty Ltd,in_transit
TV-22566,Ironbark Apparel Co,picked_up
TV-22567,Harbour Logistics,picked_up
TV-22568,Baywater Components Co,in_transit
TV-22569,Eastlink Retail Holdings,in_transit
TV-22570,Northern Retail,created
TV-22571,Parkview Beverages Co,picked_up
TV-22572,Baywater Beverages,in_transit
TV-22573,Sunrise Apparel,delivered
TV-22574,Redgum Beverages Pty Ltd,created
TV-22575,Sunrise Trading,failed
TV-22576,Coastal Logistics Co,created
TV-22577,Baywater Trading Co,picked_up
TV-22578,Summit Retail,in_transit
TV-22579,Fairwind Beverages,created
TV-22580,Parkview Beverages,in_transit
TV-22581,Golden Chemicals Co,in_transit
TV-22582,Kingsway Motors,picked_up
TV-22583,Sunrise Logistics Holdings,created
TV-22584,Parkview Foods,created
TV-22585,Westgate Beverages,picked_up
TV-22586,Parkview Electronics,picked_up
TV-22587,Lakeside Foods,picked_up
TV-22588,Northern Hardware,in_transit
TV-22589,Stonebridge Apparel Co,delivered
TV-22590,Golden Trading Co,created
TV-22591,Baywater Pharma Pty Ltd,created
TV-22592,Eastlink Industrial Co,delivered
TV-22593,Silverline Beverages,in_transit
TV-22594,Blackwood Pharma Holdings,created
TV-22595,Highfield Packaging,delivered
TV-22596,Blackwood Textiles,in_transit
TV-22597,Northern Electronics Holdings,delivered
TV-22598,Riverside Electronics Pty Ltd,picked_up
TV-22599,Coastal Grocers Group,picked_up
TV-22600,Highfield Chemicals Group,created
TV-22601,Coastal Apparel Pty Ltd,in_transit
TV-22602,Coastal Foods,in_transit
TV-22603,Lakeside Apparel Group,picked_up
TV-22604,Golden Distribution Co,in_transit
TV-22605,Harbour Wholesale,in_transit
TV-22606,Blackwood Distribution,in_transit
TV-22607,Northern Logistics,picked_up
TV-22608,Lakeside Motors Holdings,delivered
TV-22609,Silverline Hardware Co,failed
TV-22610,Fairwind Pharma Co,failed
TV-22611,Riverside Textiles,created
TV-22612,Baywater Grocers,in_transit
TV-22613,Westgate Distribution,in_transit
TV-22614,Kingsway Packaging,delivered
TV-22615,Redgum Textiles,in_transit
TV-22616,Stonebridge Trading Pty Ltd,delivered
TV-22617,Golden Trading Co,delivered
TV-22618,Lakeside Motors,created
TV-22619,Northern Electronics,picked_up
TV-22620,Parkview Supplies Co,in_transit
TV-22621,Harbour Apparel Group,delivered
TV-22622,Northern Grocers Pty Ltd,created
TV-22623,Riverside Trading Holdings,delivered
TV-22624,Highfield Chemicals Co,picked_up
TV-22625,Ironbark Industrial Group,created
TV-22626,Redgum Components,delivered
TV-22627,Stonebridge Logistics Co,delivered
TV-22628,Golden Electronics Holdings,in_transit
TV-22629,Summit Foods,delivered
TV-22630,Summit Trading,delivered
TV-22631,Harbour Hardware Holdings,picked_up
TV-22632,Redgum Chemicals,in_transit
TV-22633,Stonebridge Freight,in_transit
TV-22634,Sunrise Beverages Group,created
TV-22635,Coastal Pharma Group,created
TV-22636,Summit Electronics Co,created
TV-22637,Silverline Beverages,picked_up
TV-22638,Redgum Packaging,created
TV-22639,Golden Chemicals Co,delivered
TV-22640,Lakeside Hardware,picked_up
TV-22641,Fairwind Supplies,in_transit
TV-22642,Summit Electronics,picked_up
TV-22643,Harbour Chemicals Co,delivered
TV-22644,Sunrise Components,picked_up
TV-22645,Stonebridge Electronics Pty Ltd,picked_up
TV-22646,Blackwood Beverages,delivered
TV-22647,Golden Trading,created
TV-22648,Highfield Textiles,in_transit
TV-22649,Ironbark Supplies,delivered
TV-22650,Lakeside Logistics,in_transit
TV-22651,Summit Wholesale,delivered
TV-22652,Kingsway Chemicals,delivered
TV-22653,Blackwood Textiles,picked_up
TV-22654,Northern Electronics,delivered
TV-22655,Stonebridge Electronics Co,created
TV-22656,Silverline Chemicals Group,picked_up
TV-22657,Riverside Apparel Pty Ltd,in_transit
TV-22658,Parkview Freight Group,delivered
TV-22659,Ironbark Supplies Co,in_transit
TV-22660,Northern Retail Pty Ltd,in_transit
TV-22661,Lakeside Wholesale,created
TV-22662,Fairwind Textiles,in_transit
TV-22663,Fairwind Textiles,delivered
TV-22664,Kingsway Electronics Group,in_transit
TV-22665,Silverline Beverages Co,picked_up
TV-22666,Summit Freight,picked_up
TV-22667,Coastal Wholesale,picked_up
TV-22668,Harbour Industrial Holdings,in_transit
TV-22669,Westgate Beverages Co,delivered
TV-22670,Stonebridge Apparel Holdings,in_transit
TV-22671,Northern Wholesale,in_transit
TV-22672,Northern Chemicals Pty Ltd,in_transit
TV-22673,Sunrise Foods Group,picked_up
TV-22674,Summit Supplies,created
TV-22675,Baywater Electronics,delivered
TV-22676,Westgate Distribution Holdings,delivered
TV-22677,Summit Supplies,in_transit
TV-22678,Ironbark Supplies,in_transit
TV-22679,Stonebridge Electronics,in_transit
TV-22680,Redgum Pharma,in_transit
TV-22681,Harbour Electronics,in_transit
TV-22682,Golden Chemicals,in_transit
TV-22683,Blackwood Textiles,in_transit
TV-22684,Summit Industrial Co,created
TV-22685,Harbour Grocers,in_transit
TV-22686,Riverside Wholesale Pty Ltd,created
TV-22687,Ironbark Electronics Group,in_transit
TV-22688,Stonebridge Components Co,failed
TV-22689,Harbour Supplies,delivered
TV-22690,Golden Logistics Co,created
TV-22691,Blackwood Distribution Group,created
TV-22692,Coastal Distribution Group,picked_up
TV-22693,Blackwood Textiles Group,in_transit
TV-22694,Kingsway Pharma Co,delivered
TV-22695,Lakeside Pharma,created
TV-22696,Riverside Motors,in_transit
TV-22697,Northern Beverages Holdings,created
TV-22698,Silverline Components Pty Ltd,delivered
TV-22699,Ironbark Apparel,in_transit
TV-22700,Silverline Motors,in_transit
TV-22701,Blackwood Apparel Holdings,picked_up
TV-22702,Lakeside Electronics,delivered
TV-22703,Harbour Pharma Holdings,delivered
TV-22704,Highfield Components,created
TV-22705,Golden Packaging Group,in_transit
TV-22706,Riverside Textiles Group,picked_up
TV-22707,Highfield Industrial Holdings,created
TV-22708,Parkview Logistics Pty Ltd,in_transit
TV-22709,Lakeside Wholesale,in_transit
TV-22710,Harbour Supplies Holdings,created
TV-22711,Blackwood Distribution,picked_up
TV-22712,Coastal Hardware,in_transit
TV-22713,Ironbark Retail,in_transit
TV-22714,Baywater Electronics,in_transit
TV-22715,Redgum Grocers,in_transit
TV-22716,Blackwood Beverages,picked_up
TV-22717,Summit Hardware Co,picked_up
TV-22718,Summit Chemicals Pty Ltd,picked_up
TV-22719,Sunrise Packaging,in_transit
TV-22720,Ironbark Logistics,picked_up
TV-22721,Blackwood Chemicals Co,in_transit
TV-22722,Summit Motors Group,delivered
TV-22723,Kingsway Supplies,delivered
TV-22724,Silverline Foods Holdings,delivered
TV-22725,Northern Apparel Holdings,created
TV-22726,Silverline Packaging Pty Ltd,created
TV-22727,Parkview Components,delivered
TV-22728,Riverside Wholesale,delivered
TV-22729,Summit Grocers Co,delivered
TV-22730,Eastlink Grocers,in_transit
TV-22731,Ironbark Apparel Pty Ltd,delivered
TV-22732,Harbour Distribution Group,created
TV-22733,Riverside Industrial Group,delivered
TV-22734,Ironbark Electronics Co,created
TV-22735,Westgate Retail,delivered
TV-22736,Silverline Grocers Pty Ltd,delivered
TV-22737,Northern Pharma,failed
TV-22738,Westgate Chemicals Co,in_transit
TV-22739,Summit Freight Co,picked_up
TV-22740,Parkview Distribution,delivered
TV-22741,Redgum Motors Holdings,picked_up
TV-22742,Baywater Beverages Co,created
TV-22743,Kingsway Trading,created
TV-22744,Northern Motors,created
TV-22745,Highfield Pharma Pty Ltd,in_transit
TV-22746,Coastal Beverages Co,created
TV-22747,Fairwind Industrial Holdings,failed
TV-22748,Parkview Packaging Pty Ltd,in_transit
TV-22749,Riverside Logistics,created
TV-22750,Ironbark Pharma Co,delivered
TV-22751,Summit Industrial,delivered
TV-22752,Sunrise Beverages Group,in_transit
TV-22753,Sunrise Wholesale,picked_up
TV-22754,Redgum Apparel Pty Ltd,picked_up
TV-22755,Lakeside Motors Group,in_transit
TV-22756,Silverline Chemicals Pty Ltd,failed
TV-22757,Fairwind Retail,created
TV-22758,Ironbark Logistics Co,in_transit
TV-22759,Silverline Retail Holdings,picked_up
TV-22760,Westgate Pharma,in_transit
TV-22761,Harbour Logistics Pty Ltd,picked_up
TV-22762,Highfield Apparel Holdings,created
TV-22763,Lakeside Packaging Group,delivered
TV-22764,Redgum Wholesale Co,in_transit
TV-22765,Sunrise Textiles Co,delivered
TV-22766,Coastal Electronics Pty Ltd,delivered
TV-22767,Summit Distribution Group,delivered
TV-22768,Harbour Packaging,failed
TV-22769,Ironbark Motors Holdings,failed
TV-22770,Redgum Pharma Pty Ltd,picked_up
TV-22771,Eastlink Textiles Group,created
TV-22772,Ironbark Chemicals,created
TV-22773,Northern Freight Co,created
TV-22774,Coastal Beverages Holdings,in_transit
TV-22775,Northern Components Holdings,in_transit
TV-22776,Coastal Hardware Pty Ltd,delivered
TV-22777,Harbour Hardware Co,delivered
TV-22778,Highfield Foods Group,in_transit
TV-22779,Highfield Motors Group,picked_up
TV-22780,Northern Trading Co,delivered
TV-22781,Fairwind Freight Holdings,picked_up
TV-22782,Highfield Apparel,delivered
TV-22783,Blackwood Foods Co,created
TV-22784,Fairwind Retail Pty Ltd,in_transit
TV-22785,Harbour Retail Holdings,in_transit
TV-22786,Highfield Foods Co,created
TV-22787,Northern Foods,in_transit
TV-22788,Westgate Freight Co,picked_up
TV-22789,Silverline Textiles Pty Ltd,picked_up
TV-22790,Lakeside Motors Holdings,failed
TV-22791,Baywater Beverages,created
TV-22792,Golden Packaging Pty Ltd,in_transit
TV-22793,Highfield Grocers,delivered
TV-22794,Northern Retail,in_transit
TV-22795,Eastlink Packaging Pty Ltd,created
TV-22796,Eastlink Wholesale,created
TV-22797,Stonebridge Packaging Holdings,delivered
TV-22798,Kingsway Components,in_transit
TV-22799,Coastal Grocers,delivered
TV-22800,Fairwind Freight Holdings,in_transit
TV-22801,Baywater Textiles,picked_up
TV-22802,Coastal Components,in_transit
TV-22803,Blackwood Electronics Group,picked_up
TV-22804,Eastlink Beverages,delivered
TV-22805,Golden Chemicals Group,picked_up
TV-22806,Riverside Textiles,in_transit
TV-22807,Summit Electronics Group,delivered
TV-22808,Highfield Industrial Group,in_transit
TV-22809,Westgate Electronics Group,in_transit
TV-22810,Lakeside Grocers Pty Ltd,failed
TV-22811,Kingsway Supplies Holdings,picked_up
TV-22812,Fairwind Distribution Pty Ltd,delivered
TV-22813,Riverside Motors Pty Ltd,in_transit
TV-22814,Coastal Chemicals,failed
TV-22815,Westgate Hardware,in_transit
TV-22816,Highfield Beverages Pty Ltd,delivered
TV-22817,Fairwind Retail,delivered
TV-22818,Riverside Hardware,delivered
TV-22819,Northern Electronics,delivered
TV-22820,Redgum Chemicals,in_transit
TV-22821,Westgate Wholesale,created
TV-22822,Stonebridge Industrial,delivered
TV-22823,Coastal Supplies Holdings,created
TV-22824,Redgum Pharma,delivered
TV-22825,Northern Foods,delivered
TV-22826,Highfield Electronics Group,in_transit
TV-22827,Sunrise Chemicals,in_transit
TV-22828,Riverside Beverages,created
TV-22829,Coastal Industrial,in_transit
TV-22830,Highfield Trading Group,picked_up
TV-22831,Blackwood Industrial Holdings,picked_up
TV-22832,Ironbark Wholesale,delivered
TV-22833,Silverline Distribution Co,delivered
TV-22834,Summit Foods,delivered
TV-22835,Northern Apparel Group,delivered
TV-22836,Sunrise Packaging Co,in_transit
TV-22837,Coastal Components Group,picked_up
TV-22838,Northern Wholesale,created
TV-22839,Ironbark Trading,in_transit
TV-22840,Riverside Packaging,delivered
TV-22841,Harbour Motors,in_transit
TV-22842,Baywater Industrial Group,delivered
TV-22843,Ironbark Wholesale Co,created
TV-22844,Highfield Motors,in_transit
TV-22845,Stonebridge Chemicals,in_transit
TV-22846,Blackwood Beverages Pty Ltd,picked_up
TV-22847,Fairwind Packaging,created
TV-22848,Baywater Foods Holdings,in_transit
TV-22849,Blackwood Grocers Pty Ltd,delivered
TV-22850,Golden Hardware Co,delivered
TV-22851,Stonebridge Beverages Holdings,picked_up
TV-22852,Fairwind Logistics,failed
TV-22853,Northern Beverages,created
TV-22854,Golden Retail,created
TV-22855,Coastal Chemicals Co,delivered
TV-22856,Fairwind Components,delivered
TV-22857,Riverside Wholesale Holdings,picked_up
TV-22858,Fairwind Wholesale,delivered
TV-22859,Sunrise Apparel Co,created
TV-22860,Northern Grocers,in_transit
TV-22861,Kingsway Logistics Holdings,in_transit
TV-22862,Harbour Foods Holdings,delivered
TV-22863,Riverside Industrial Pty Ltd,in_transit
TV-22864,Highfield Hardware Group,created
TV-22865,Kingsway Chemicals,in_transit
TV-22866,Parkview Beverages,delivered
TV-22867,Harbour Pharma Group,in_transit
TV-22868,Harbour Grocers Co,delivered
TV-22869,Redgum Beverages Co,in_transit
TV-22870,Silverline Distribution,picked_up
TV-22871,Summit Components Group,created
TV-22872,Westgate Grocers Holdings,picked_up
TV-22873,Blackwood Beverages Co,in_transit
TV-22874,Highfield Components,in_transit
TV-22875,Blackwood Packaging,in_transit
TV-22876,Blackwood Supplies,delivered
TV-22877,Fairwind Electronics Group,delivered
TV-22878,Northern Supplies Group,created
TV-22879,Baywater Textiles,delivered
TV-22880,Silverline Retail,created
TV-22881,Lakeside Trading,in_transit
TV-22882,Lakeside Pharma,in_transit
TV-22883,Ironbark Grocers Co,in_transit
TV-22884,Sunrise Supplies,created
TV-22885,Silverline Motors Pty Ltd,in_transit
TV-22886,Stonebridge Packaging,created
TV-22887,Blackwood Beverages,created
TV-22888,Harbour Retail,delivered
TV-22889,Silverline Components Pty Ltd,delivered
TV-22890,Riverside Foods Holdings,delivered
TV-22891,Eastlink Chemicals,picked_up
TV-22892,Ironbark Grocers Co,failed
TV-22893,Coastal Distribution,delivered
TV-22894,Ironbark Beverages,delivered
TV-22895,Silverline Chemicals,created
TV-22896,Ironbark Foods,in_transit
TV-22897,Golden Supplies,created
TV-22898,Westgate Retail,picked_up
TV-22899,Highfield Retail,in_transit
TV-22900,Riverside Logistics Pty Ltd,in_transit
TV-22901,Highfield Beverages,picked_up
TV-22902,Kingsway Retail Co,created
TV-22903,Kingsway Beverages,created
TV-22904,Blackwood Supplies Co,picked_up
TV-22905,Eastlink Logistics,created
TV-22906,Westgate Electronics,created
TV-22907,Golden Hardware,in_transit
TV-22908,Blackwood Beverages Co,created
TV-22909,Sunrise Apparel,delivered
TV-22910,Lakeside Textiles,created
TV-22911,Blackwood Supplies,delivered
TV-22912,Stonebridge Packaging Group,delivered
TV-22913,Lakeside Industrial Holdings,in_transit
TV-22914,Eastlink Retail,created
TV-22915,Golden Textiles,delivered
TV-22916,Lakeside Industrial Holdings,in_transit
TV-22917,Ironbark Packaging Pty Ltd,in_transit
TV-22918,Northern Beverages,delivered
TV-22919,Lakeside Textiles,created
TV-22920,Coastal Packaging Holdings,in_transit
TV-22921,Harbour Freight Pty Ltd,picked_up
TV-22922,Westgate Textiles Holdings,picked_up
TV-22923,Golden Electronics Group,delivered
TV-22924,Kingsway Motors Co,created
TV-22925,Coastal Supplies Holdings,delivered
TV-22926,Kingsway Motors,created
TV-22927,Golden Supplies,delivered
TV-22928,Lakeside Trading Holdings,in_transit
TV-22929,Fairwind Motors,delivered
TV-22930,Fairwind Electronics,delivered
TV-22931,Fairwind Trading Co,in_transit
TV-22932,Summit Pharma Group,in_transit
TV-22933,Lakeside Motors Pty Ltd,picked_up
TV-22934,Northern Logistics Co,delivered
TV-22935,Westgate Industrial,in_transit
TV-22936,Fairwind Logistics Group,picked_up
TV-22937,Kingsway Motors Holdings,delivered
TV-22938,Silverline Wholesale,created
TV-22939,Northern Trading,in_transit
TV-22940,Eastlink Distribution Group,created
TV-22941,Westgate Motors,delivered
TV-22942,Parkview Logistics Holdings,in_transit
TV-22943,Ironbark Packaging,delivered
TV-22944,Harbour Distribution,delivered
TV-22945,Harbour Foods,picked_up
TV-22946,Riverside Freight,created
TV-22947,Parkview Retail,created
TV-22948,Golden Distribution,created
TV-22949,Kingsway Apparel,failed
TV-22950,Redgum Chemicals,in_transit
TV-22951,Harbour Distribution,delivered
TV-22952,Fairwind Logistics,created
TV-22953,Summit Electronics,delivered
TV-22954,Eastlink Pharma Pty Ltd,picked_up
TV-22955,Fairwind Packaging,delivered
TV-22956,Sunrise Trading Holdings,in_transit
TV-22957,Lakeside Apparel Co,created
TV-22958,Stonebridge Textiles,failed
TV-22959,Westgate Hardware,in_transit
TV-22960,Summit Apparel Holdings,picked_up
TV-22961,Fairwind Wholesale,in_transit
TV-22962,Redgum Textiles,picked_up
TV-22963,Stonebridge Hardware,delivered
TV-22964,Kingsway Retail Holdings,created
TV-22965,Highfield Wholesale Group,failed
TV-22966,Kingsway Grocers Group,delivered
TV-22967,Kingsway Beverages Holdings,in_transit
TV-22968,Parkview Industrial Co,delivered
TV-22969,Westgate Industrial Pty Ltd,delivered
TV-22970,Riverside Components,created
TV-22971,Silverline Electronics Holdings,in_transit
TV-22972,Silverline Motors,delivered
TV-22973,Coastal Wholesale Holdings,created
TV-22974,Highfield Retail,picked_up
TV-22975,Fairwind Components Co,delivered
TV-22976,Highfield Trading,delivered
TV-22977,Stonebridge Freight Group,created
TV-22978,Sunrise Logistics Pty Ltd,in_transit
TV-22979,Highfield Hardware Pty Ltd,in_transit
TV-22980,Blackwood Chemicals,in_transit
TV-22981,Harbour Distribution,in_transit
TV-22982,Lakeside Hardware Holdings,in_transit
TV-22983,Parkview Trading Co,created
TV-22984,Baywater Wholesale,delivered
TV-22985,Kingsway Trading Holdings,created
TV-22986,Riverside Logistics Holdings,delivered
TV-22987,Baywater Hardware Co,created
TV-22988,Harbour Logistics Co,in_transit
TV-22989,Highfield Logistics Co,failed
TV-22990,Coastal Wholesale Pty Ltd,picked_up
TV-22991,Northern Motors,delivered
TV-22992,Highfield Motors Holdings,picked_up
TV-22993,Ironbark Industrial,in_transit
TV-22994,Summit Beverages Co,delivered
TV-22995,Redgum Wholesale Pty Ltd,created
TV-22996,Silverline Textiles,created
TV-22997,Ironbark Packaging Pty Ltd,picked_up
TV-22998,Blackwood Hardware Co,created
TV-22999,Lakeside Components,created
TV-23000,Eastlink Packaging,delivered
TV-23001,Fairwind Grocers Group,in_transit
TV-23002,Baywater Retail,picked_up
TV-23003,Blackwood Foods,delivered
TV-23004,Coastal Hardware,in_transit
TV-23005,Kingsway Components,picked_up
TV-23006,Riverside Packaging Group,created
TV-23007,Northern Textiles,delivered
TV-23008,Baywater Wholesale Holdings,created
TV-23009,Golden Industrial,delivered
TV-23010,Redgum Beverages Co,picked_up
TV-23011,Westgate Supplies,created
TV-23012,Harbour Textiles,picked_up
TV-23013,Northern Apparel Group,in_transit
TV-23014,Sunrise Apparel Holdings,in_transit
TV-23015,Northern Hardware Co,in_transit
TV-23016,Kingsway Packaging Co,delivered
TV-23017,Silverline Foods,delivered
TV-23018,Westgate Grocers,in_transit
TV-23019,Sunrise Industrial Co,delivered
TV-23020,Eastlink Components,delivered
TV-23021,Sunrise Freight Group,delivered
TV-23022,Riverside Hardware Holdings,in_transit
TV-23023,Parkview Chemicals Group,in_transit
TV-23024,Kingsway Freight,picked_up
TV-23025,Northern Industrial Pty Ltd,picked_up
TV-23026,Harbour Beverages,delivered
TV-23027,Northern Wholesale,created
TV-23028,Eastlink Freight Co,delivered
TV-23029,Silverline Packaging Group,in_transit
TV-23030,Northern Apparel,in_transit
TV-23031,Westgate Distribution,in_transit
TV-23032,Coastal Beverages,picked_up
TV-23033,Westgate Freight,in_transit
TV-23034,Stonebridge Wholesale,created
TV-23035,Redgum Wholesale,delivered
TV-23036,Silverline Electronics,in_transit
TV-23037,Harbour Chemicals,created
TV-23038,Lakeside Electronics,in_transit
TV-23039,Redgum Trading,in_transit
TV-23040,Silverline Freight Group,created
TV-23041,Baywater Textiles,in_transit
TV-23042,Lakeside Wholesale,created
TV-23043,Westgate Packaging,in_transit
TV-23044,Ironbark Retail,delivered
TV-23045,Baywater Grocers,delivered
TV-23046,Fairwind Retail Co,created
TV-23047,Golden Freight,in_transit
TV-23048,Kingsway Trading Co,failed
TV-23049,Silverline Grocers Pty Ltd,created
TV-23050,Parkview Wholesale Group,delivered
TV-23051,Summit Grocers Pty Ltd,delivered
TV-23052,Coastal Components,in_transit
TV-23053,Sunrise Industrial,in_transit
TV-23054,Fairwind Motors Pty Ltd,picked_up
TV-23055,Parkview Electronics,in_transit
TV-23056,Lakeside Distribution Holdings,in_transit
TV-23057,Golden Hardware,failed
TV-23058,Summit Pharma Group,delivered
TV-23059,Baywater Packaging Pty Ltd,created
TV-23060,Eastlink Trading,picked_up
TV-23061,Parkview Packaging Pty Ltd,delivered
TV-23062,Highfield Trading Pty Ltd,delivered
TV-23063,Northern Beverages Co,in_transit
TV-23064,Golden Textiles Holdings,in_transit
TV-23065,Harbour Grocers,created
TV-23066,Stonebridge Wholesale Co,delivered
TV-23067,Lakeside Trading Group,created
TV-23068,Lakeside Chemicals,created
TV-23069,Golden Grocers Co,picked_up
TV-23070,Highfield Freight,created
TV-23071,Silverline Chemicals,in_transit
TV-23072,Baywater Supplies,in_transit
TV-23073,Stonebridge Hardware,created
TV-23074,Eastlink Components,in_transit
TV-23075,Redgum Retail,in_transit
TV-23076,Eastlink Hardware,delivered
TV-23077,Redgum Packaging Pty Ltd,delivered
TV-23078,Blackwood Freight,in_transit
TV-23079,Coastal Apparel,in_transit
TV-23080,Fairwind Electronics Co,delivered
